,learning_step,id,method,server_round,selected,accuracy,loss,train_time,battery_level,charge_speed,util_value,power_value,rewards,power_consumption,cpu,ram,elapsed_time
0,training,1.9kW,proposed,1,1,0,0,22,50.01161111111111,1.9,0.0,0.9868421052631579,0.0,0,0,0,30
1,training,2.8kW,proposed,1,1,0,0,3,50.00233333333333,2.8,0.0,0.75,0.0,0,0,0,30
0,evaluation,1.9kW,proposed,1,0,0.8957993726381376,0.01790020242333412,0,50.14091666666666,1.9,122.95451540652539,66.03953173976608,122.95451540652539,0,11.2,14.4,275
1,evaluation,2.8kW,proposed,1,0,0.8692174695902701,0.020292723551392555,0,50.19288888888889,2.8,130.48651827731948,44.89286880952382,130.48651827731948,0,17.3,14.4,275
2,evaluation,7.7kW,proposed,1,0,0.0,0.0,0,50.48125,7.7,0.0,16.483766233766232,0.0,0,0.0,0.0,275
3,evaluation,11.5kW,proposed,1,0,0.0,0.0,0,50.651666666666664,11.5,0.0,11.119565217391305,0.0,0,0.0,0.0,275
4,evaluation,120.0kW,proposed,1,0,0.0,0.0,0,56.13333333333333,120.0,0.0,1.2916666666666667,0.0,0,0.0,0.0,275
5,evaluation,250.0kW,proposed,1,0,0.0,0.0,0,61.388888888888886,250.0,0.0,0.75,0.0,0,0.0,0.0,275
0,training,1.9kW,proposed,2,1,0.38501986861228943,0.09525712579488754,259,50.26188211310064,1.9,283.6378913658329,66.04017826754385,283.6378913658329,0.21862699937331326,18.6,15.2,289
1,training,2.8kW,proposed,2,1,0.3893547058105469,0.1228233352303505,259,50.379786413095104,2.8,321.0228284172902,44.893821587301595,321.0228284172902,0.2021965747399234,24.3,15.2,289
2,training,7.7kW,proposed,2,1,0.4467431902885437,0.09714927524328232,239,50.976478331615525,7.7,291.1163910777419,16.486172483766232,291.1163910777419,0.240493749724301,0.1,15.3,289
3,training,11.5kW,proposed,2,1,0.1772480458021164,0.09560121595859528,218,51.33225559956048,11.5,288.787628455196,11.122823550724638,288.787628455196,0.2609167045057015,13.6,15.3,289
4,training,120.0kW,proposed,2,0,0.0,0.0,0,62.733333333333334,120.0,0.0,1.3223333333333334,0.0,0.0,0.0,0.0,289
5,training,250.0kW,proposed,2,0,0.0,0.0,0,73.75,250.0,0.0,0.8069444444444445,0.0,0.0,0.0,0.0,289
0,evaluation,1.9kW,proposed,2,0,0.9319306975290939,0.0073087988421320915,0,50.57115989087842,1.9,78.56670070016891,66.04078309477602,78.56670070016891,0,94.3,16.2,876
1,evaluation,2.8kW,proposed,2,0,0.9086769987686524,0.009208324365317822,0,50.83556419087288,2.8,87.89937319836876,44.894756074922626,87.89937319836876,0,92.4,16.2,876
