learning_step,id,method,server_round,selected,accuracy,loss,train_time,battery_level,charge_speed,util_value,power_value,rewards,power_consumption,cpu,ram,elapsed_time
training,1.9kW,Proposed,1,1,0.0,0.0,22,50.01161111111111,1.9,0.0,0.5,0.5,0.0,0.0,0.0,30
training,2.8kW,Proposed,1,1,0.0,0.0,2,50.00155555555556,2.8,0.0,0.5,0.5,0.0,0.0,0.0,30
evaluation,1.9kW,Proposed,1,0,0.9038189392986016,0.0180223323404788,0,50.14408333333333,1.9,123.37325084396213,0.5001161111111111,0.5001161111111111,0.0,7.8,13.3,280
evaluation,2.8kW,Proposed,1,0,0.8500074544852204,0.0228488184511661,0,50.196777777777775,2.8,138.46096278143406,0.5000155555555555,0.5000155555555555,0.0,56.2,13.3,280
evaluation,7.7kW,Proposed,1,0,0.0,0.0,0,50.49194444444444,7.7,0.0,0.5,0.5,0.0,0.0,0.0,280
evaluation,11.5kW,Proposed,1,0,0.0,0.0,0,50.66763888888889,11.5,0.0,0.5,0.5,0.0,0.0,0.0,280
evaluation,120.0kW,Proposed,1,0,0.0,0.0,0,56.3,120.0,0.0,0.5,0.5,0.0,0.0,0.0,280
evaluation,250.0kW,Proposed,1,0,0.0,0.0,0,61.66666666666666,250.0,0.0,0.5,0.5,0.0,0.0,0.0,280
training,1.9kW,Proposed,2,1,0.0011892347829416,0.0664957463741302,267,50.26423570328494,1.9,236.980408585777,0.5014408333333332,0.5014408333333332,0.2799680455962933,36.5,14.1,296
training,2.8kW,Proposed,2,1,0.0006522730109281,0.0763934329152107,267,50.38334217394385,2.8,253.1765554866901,0.5019677777777778,0.5019677777777778,0.2845249955135566,18.2,14.1,296
training,7.7kW,Proposed,2,1,0.0007123716641217,0.0666539072990417,246,51.00222556922494,7.7,241.1346842653766,0.5049194444444445,0.5049194444444445,0.2324713446756994,1.9,14.2,296
training,11.5kW,Proposed,2,1,4.040026760776527e-05,0.0682168528437614,225,51.37179519204323,11.5,243.9454465231363,0.5066763888888889,0.5066763888888889,0.2334991495304852,29.0,14.2,296
training,120.0kW,Proposed,2,0,0.0,0.0,0,63.13333333333333,120.0,0.0,0.563,0.563,0.0,0.0,0.0,296
