,learning_step,id,method,server_round,selected,accuracy,loss,train_time,battery_level,charge_speed,util_value,power_value,rewards,power_consumption,cpu,ram,elapsed_time
0,training,1.9kW,proposed,1,1,0,0,22,50.01161111111111,1.9,0.0,0.9868421052631579,0.4934210526315789,0,0,0,30
1,training,2.8kW,proposed,1,1,0,0,3,50.00233333333333,2.8,0.0,0.75,0.375,0,0,0,30
0,evaluation,1.9kW,proposed,1,0,0.8906289159886102,0.019353335723280907,0,50.13986111111111,1.9,127.8478493045145,66.03953173976608,96.94369052214029,0,55.4,14.1,272
1,evaluation,2.8kW,proposed,1,0,0.8640052763028215,0.020319422706961632,0,50.19133333333333,2.8,130.57233067848793,44.89286880952382,87.73259974400588,0,8.2,14.1,272
2,evaluation,7.7kW,proposed,1,0,0.0,0.0,0,50.474833333333336,7.7,0.0,16.483766233766232,8.241883116883116,0,0.0,0.0,272
3,evaluation,11.5kW,proposed,1,0,0.0,0.0,0,50.64527777777778,11.5,0.0,11.119565217391305,5.559782608695652,0,0.0,0.0,272
4,evaluation,120.0kW,proposed,1,0,0.0,0.0,0,56.03333333333333,120.0,0.0,1.2916666666666667,0.6458333333333334,0,0.0,0.0,272
5,evaluation,250.0kW,proposed,1,0,0.0,0.0,0,61.25,250.0,0.0,0.75,0.375,0,0.0,0.0,272
0,training,1.9kW,proposed,2,1,3.651440056273714e-05,0.08242413401603699,259,50.25665886318342,1.9,263.8412572906637,66.04017298976608,164.94071514021488,0.27655634185209127,16.4,14.8,289
1,training,2.8kW,proposed,2,1,0.0035644446033984423,0.1000092476606369,259,50.37677908190152,2.8,289.6780269629427,44.89381380952382,167.28592038623324,0.22237569557743617,22.9,14.8,289
2,training,7.7kW,proposed,2,1,0.0004403909551911056,0.07995873689651489,238,50.96412224451558,7.7,264.106955387578,16.486140400432898,140.29654789400544,0.2989912594282195,13.7,14.9,289
3,training,11.5kW,proposed,2,1,0.0,0.09361787885427475,218,51.32643493241108,11.5,285.7763431878148,11.122791606280193,148.4495673970475,0.25153322623904756,0.2,14.9,289
4,training,120.0kW,proposed,2,0,0.0,0.0,0,62.599999999999994,120.0,0.0,1.3218333333333334,0.6609166666666667,0.0,0.0,0.0,289
5,training,250.0kW,proposed,2,0,0.0,0.0,0,73.61111111111111,250.0,0.0,0.80625,0.403125,0.0,0.0,0.0,289
0,evaluation,1.9kW,proposed,2,0,0.9236989968815278,0.007303721737116575,0,50.5659366409612,1.9,78.53940752272653,66.04075697852643,72.29008225062648,0,90.8,15.8,874
